Date,Campaign_Platform,Campaign_Type,Ad_Spend_USD,Clicks,Impressions,Conversions,Revenue_USD,Target_Audience,SEO_Keyword,SEO_Search_Volume,SEO_Difficulty
2024-09-12,TikTok,Performance/ROAS,330.67,604,48901,15,849.92,Students,best budget planning app,8556,2.9
2024-09-23,Google Search,Performance/ROAS,231.37,2578,49265,11,473.73,Gen Z,free habit tracker,13614,2.4
2024-01-11,Instagram,Performance/ROAS,473.82,2282,46662,6,38.16,Millennials,easy goal setting,25194,3.5
2024-05-18,Instagram,Performance/ROAS,80.4,1288,15132,11,357.19,Students,secure investment tracker,7946,4.1
2024-06-17,Instagram,Re-engagement,217.59,1706,27764,14,354.88,Working Professionals,easy goal setting,1978,4.3
2024-02-20,Facebook,Performance/ROAS,226.26,4908,13708,12,385.14,Working Professionals,secure investment tracker,3332,1.8
2024-05-06,Facebook,Performance/ROAS,458.06,2465,46284,10,977.93,Millennials,free habit tracker,9178,4.8
2024-11-23,Facebook,Brand Awareness,164.64,3277,41602,7,844.05,Working Professionals,secure investment tracker,10271,3.4
2024-06-16,Google Search,Re-engagement,485.15,1029,14240,11,960.59,Students,easy goal setting,17285,3.5
2024-03-17,Google Search,Performance/ROAS,400.22,932,13246,10,837.92,Working Professionals,secure investment tracker,32596,3.5
2024-12-05,Facebook,Re-engagement,109.69,4068,44986,9,511.59,Millennials,best budget planning app,17431,1.6
2024-11-06,TikTok,Re-engagement,162.65,1573,24605,11,370.41,Gen Z,top rated productivity app,45701,1.6
2024-03-26,Google Search,Performance/ROAS,408.52,3589,43976,13,535.73,Working Professionals,top rated productivity app,24451,2.6
2024-10-25,TikTok,Performance/ROAS,375.96,2223,8589,12,336.29,Gen Z,secure investment tracker,42597,0.9
2024-07-16,Facebook,App Install,173.16,2167,33752,7,0.0,Gen Z,secure investment tracker,27944,2.3
2024-11-13,Facebook,Re-engagement,59.56,2669,42010,17,696.97,Millennials,easy goal setting,44750,0.6
2024-09-15,Facebook,App Install,397.39,2426,18187,9,0.0,Students,easy goal setting,42645,2.3
2024-07-22,Instagram,Performance/ROAS,392.3,2766,26456,12,543.42,Students,free habit tracker,28979,4.6
2024-08-08,Instagram,Performance/ROAS,60.99,1177,36968,11,832.61,Millennials,mobile finance solutions,10532,2.5
2024-03-24,Google Search,Re-engagement,417.93,3551,36580,5,603.18,Working Professionals,free habit tracker,37259,4.6
2024-05-24,Instagram,Re-engagement,466.73,1992,1134,8,806.37,Students,easy goal setting,47409,4.0
2024-03-11,Google Search,Performance/ROAS,212.87,1330,31243,6,376.09,Working Professionals,secure investment tracker,36047,3.1
2024-10-16,Google Search,Brand Awareness,26.42,2158,25565,6,714.98,Working Professionals,secure investment tracker,40705,1.5
2024-07-04,Google Search,Performance/ROAS,121.84,2949,16834,8,200.25,Gen Z,free habit tracker,38700,1.7
2024-03-02,Google Search,Re-engagement,439.1,1098,7517,4,50.212,Millennials,secure investment tracker,45338,1.1
2024-05-28,Instagram,Performance/ROAS,361.12,3676,16372,8,943.42,Working Professionals,top rated productivity app,27134,1.7
2024-02-08,Facebook,Performance/ROAS,179.45,2548,22019,8,286.47,Gen Z,mobile finance solutions,25228,1.6
2024-02-02,Google Search,Brand Awareness,194.2,1563,15744,12,479.98,Working Professionals,mobile finance solutions,38978,4.3
2024-10-03,Facebook,App Install,190.6,4259,47224,7,0.0,Gen Z,best budget planning app,4792,3.4
2024-04-29,Facebook,Performance/ROAS,168.5,3401,26908,12,546.03,Working Professionals,top rated productivity app,45002,1.1
2024-01-11,Google Search,Performance/ROAS,147.65,3808,44908,11,305.37,Gen Z,best budget planning app,48978,3.4
2024-02-21,Facebook,Re-engagement,274.04,1154,38707,16,144.87,Gen Z,best budget planning app,45237,3.5
2024-02-15,Google Search,App Install,188.68,2861,46003,15,0.0,Working Professionals,secure investment tracker,34680,2.3
2024-10-19,Google Search,Performance/ROAS,65.48,3440,33461,11,151.82,Gen Z,easy goal setting,48047,2.6
2024-07-02,Google Search,Performance/ROAS,181.49,3362,13064,5,385.23,Working Professionals,easy goal setting,5491,4.0
2024-10-26,Facebook,App Install,393.06,3291,31394,14,0.0,Students,best budget planning app,34465,2.0
2024-05-26,Google Search,Performance/ROAS,352.32,3637,40076,10,991.72,Millennials,secure investment tracker,43444,0.7
2024-09-03,TikTok,Performance/ROAS,54.86,1232,18738,9,458.03,Students,free habit tracker,47706,4.2
2024-01-01,Google Search,App Install,398.43,3675,22396,5,0.0,Gen Z,mobile finance solutions,49238,1.7
2024-05-16,Instagram,Performance/ROAS,214.76,4425,33956,10,626.61,Gen Z,best budget planning app,9616,1.2
2024-07-20,Facebook,Re-engagement,207.89,3845,48824,8,829.98,Working Professionals,secure investment tracker,19967,4.4
2024-09-10,Instagram,Performance/ROAS,98.55,1001,49534,11,566.66,Students,best budget planning app,11701,3.8
2024-04-21,Facebook,Re-engagement,236.2,2617,36319,11,882.0,Millennials,best budget planning app,26777,3.8
2024-06-13,Google Search,Re-engagement,276.32,280,31223,10,686.3,Students,free habit tracker,4981,5.0
2024-01-21,Instagram,Performance/ROAS,275.69,2589,2179,6,775.49,Students,best budget planning app,2048,1.0
2024-03-12,Google Search,Performance/ROAS,91.08,1898,14730,11,309.43,Working Professionals,best budget planning app,43154,1.9
2024-03-14,Google Search,Performance/ROAS,350.97,4896,42076,9,340.46,Working Professionals,mobile finance solutions,22207,3.9
2024-08-15,Facebook,Performance/ROAS,30.85,3480,43747,10,893.85,Working Professionals,secure investment tracker,25659,2.2
2024-05-28,Facebook,Brand Awareness,425.24,761,5324,10,330.24,Working Professionals,free habit tracker,30959,2.2
2024-08-06,Facebook,Brand Awareness,211.6,2933,20911,12,155.98,Students,top rated productivity app,29485,2.7
2024-08-09,Facebook,Re-engagement,266.22,102,12498,11,489.68,Working Professionals,easy goal setting,32005,2.0
2024-05-10,Google Search,Performance/ROAS,338.0,1296,2166,14,908.95,Gen Z,secure investment tracker,36173,4.5
2024-06-06,Google Search,Performance/ROAS,311.51,3049,3339,5,772.67,Students,top rated productivity app,7813,1.9
2024-11-10,Facebook,Performance/ROAS,435.37,143,44373,15,882.45,Students,easy goal setting,10140,1.9
2024-12-03,Facebook,Performance/ROAS,161.36,3299,43835,6,796.82,Millennials,secure investment tracker,6816,1.9
2024-08-26,Google Search,Brand Awareness,200.58,3438,28833,10,4.42,Students,mobile finance solutions,30548,0.8
2024-06-08,Google Search,Performance/ROAS,85.9,4644,12201,13,862.71,Working Professionals,top rated productivity app,8949,4.4
2024-07-23,Facebook,Performance/ROAS,123.91,1275,2979,15,540.76,Millennials,easy goal setting,9118,4.7
2024-11-17,Facebook,Re-engagement,146.1,418,37159,14,180.53,Gen Z,easy goal setting,4325,4.4
2024-02-15,Google Search,App Install,144.41,4005,29960,12,0.0,Students,best budget planning app,40005,2.3
2024-12-18,Google Search,Brand Awareness,124.07,3676,18386,13,219.15,Millennials,free habit tracker,24204,3.3
2024-09-03,Facebook,Performance/ROAS,382.31,1385,22059,11,162.8,Students,best budget planning app,33929,1.8
2024-02-04,Facebook,Re-engagement,419.71,4737,36459,13,348.56,Millennials,best budget planning app,26706,4.0
2024-05-11,Instagram,Brand Awareness,157.96,1067,22275,10,752.63,Working Professionals,free habit tracker,32044,1.6
2024-10-04,Google Search,Re-engagement,405.54,2752,42265,8,838.15,Millennials,easy goal setting,35151,3.0
2024-02-03,TikTok,App Install,322.34,3191,24505,10,0.0,Millennials,secure investment tracker,25895,4.9
2024-04-03,Google Search,Brand Awareness,40.21,520,19218,17,1.66,Working Professionals,easy goal setting,29591,3.8
2024-08-26,Instagram,Re-engagement,319.89,672,34165,12,540.96,Students,mobile finance solutions,35041,1.2
2024-12-03,Instagram,Brand Awareness,320.15,683,20608,11,220.0,Students,easy goal setting,11934,1.4
2024-07-15,Instagram,Performance/ROAS,248.76,3155,31302,14,941.78,Students,top rated productivity app,7047,4.9
2024-06-13,Facebook,Performance/ROAS,125.57,1494,13275,6,323.63,Millennials,free habit tracker,949,4.5
2024-05-15,Instagram,Performance/ROAS,278.34,1424,48292,14,297.15,Millennials,top rated productivity app,31615,4.5
2024-09-02,Google Search,Brand Awareness,292.12,2987,20352,7,900.01,Millennials,easy goal setting,48102,4.2
2024-08-08,Instagram,Performance/ROAS,324.6,2751,39671,11,190.5,Working Professionals,best budget planning app,6634,3.2
2024-09-28,Google Search,Performance/ROAS,90.91,2935,48978,10,494.35,Working Professionals,free habit tracker,38442,0.6
2024-03-23,Google Search,Brand Awareness,376.64,3251,34734,11,692.19,Millennials,mobile finance solutions,34962,2.5
2024-06-11,Google Search,App Install,24.48,709,42580,9,0.0,Millennials,mobile finance solutions,7059,2.6
2024-02-22,Google Search,Performance/ROAS,258.07,537,45852,7,346.39,Millennials,mobile finance solutions,48230,1.1
2024-04-13,Facebook,Performance/ROAS,145.62,4696,29885,12,242.84,Millennials,best budget planning app,21962,2.5
2024-03-08,Google Search,Performance/ROAS,176.48,2305,7960,12,853.22,Gen Z,top rated productivity app,30727,3.2
2024-02-24,Facebook,Performance/ROAS,225.92,3007,24805,9,617.33,Gen Z,easy goal setting,10010,0.5
2024-08-20,Facebook,App Install,242.25,2969,41517,9,0.0,Students,mobile finance solutions,14042,4.3
2024-05-26,Google Search,Performance/ROAS,168.24,973,24948,8,310.87,Gen Z,free habit tracker,22907,3.1
2024-05-23,Facebook,Performance/ROAS,126.64,2086,1425,6,734.44,Gen Z,secure investment tracker,40441,4.3
2024-03-04,Facebook,Re-engagement,485.52,2822,10959,15,125.02,Students,top rated productivity app,44181,2.7
2024-03-04,Google Search,Performance/ROAS,16.89,802,16797,11,678.6,Millennials,easy goal setting,2994,0.6
2024-09-07,Instagram,App Install,180.04,3686,28627,10,0.0,Students,free habit tracker,14726,0.9
2024-09-05,Google Search,Performance/ROAS,379.94,3112,49630,13,570.99,Working Professionals,mobile finance solutions,40051,1.3
2024-07-11,Facebook,Performance/ROAS,366.63,1685,49306,14,279.12,Gen Z,easy goal setting,32810,4.9
2024-06-10,TikTok,App Install,156.94,1979,26433,12,0.0,Millennials,top rated productivity app,3695,0.8
2024-01-04,Google Search,App Install,292.61,4267,39068,5,0.0,Millennials,best budget planning app,30701,4.0
2024-08-01,Google Search,Re-engagement,222.61,950,47572,12,230.49,Millennials,free habit tracker,41911,3.9
2024-12-29,TikTok,App Install,270.83,4534,27681,8,0.0,Working Professionals,mobile finance solutions,12578,2.9
2024-10-05,Google Search,Re-engagement,317.75,4246,30078,4,45.384,Millennials,top rated productivity app,36470,0.8
2024-09-04,Google Search,App Install,215.34,3961,29107,8,0.0,Working Professionals,best budget planning app,18886,3.5
2024-05-03,Facebook,Performance/ROAS,118.6,1626,1542,7,464.93,Students,mobile finance solutions,40060,3.3
2024-03-22,TikTok,App Install,386.57,773,19356,9,0.0,Gen Z,top rated productivity app,26067,4.4
2024-02-20,Google Search,Performance/ROAS,10.18,2382,25014,7,163.8,Gen Z,secure investment tracker,16910,2.8
2024-03-27,Facebook,Re-engagement,79.86,3011,40894,9,12.3,Gen Z,easy goal setting,41617,2.6
2024-04-14,Instagram,App Install,179.63,2766,42960,17,0.0,Students,top rated productivity app,19214,3.3
2024-04-04,Facebook,App Install,146.85,2773,29337,12,0.0,Students,easy goal setting,45684,4.8
2024-09-09,TikTok,Performance/ROAS,275.84,4177,7618,7,137.88,Working Professionals,top rated productivity app,11786,4.4
2024-01-13,Facebook,Performance/ROAS,18.99,1147,31385,6,29.59,Millennials,secure investment tracker,4386,1.4
2024-10-13,Google Search,App Install,365.36,1985,41263,11,0.0,Gen Z,secure investment tracker,39330,3.9
2024-12-22,Facebook,Performance/ROAS,237.12,107,5174,12,729.7,Gen Z,best budget planning app,43881,4.3
2024-09-08,TikTok,Re-engagement,442.79,2513,35369,6,49.01,Working Professionals,easy goal setting,22417,2.5
2024-11-21,Google Search,Performance/ROAS,376.05,490,30213,15,679.33,Gen Z,free habit tracker,845,2.9
2024-10-30,Facebook,Performance/ROAS,14.78,3417,29224,9,92.35,Gen Z,easy goal setting,19920,4.9
2024-07-03,Google Search,Performance/ROAS,35.28,981,49328,7,566.48,Working Professionals,best budget planning app,47570,3.6
2024-01-25,Google Search,Performance/ROAS,348.9,213,8988,11,160.61,Students,free habit tracker,23509,1.8
2024-03-15,Google Search,Performance/ROAS,433.11,2424,8771,11,318.65,Working Professionals,secure investment tracker,41852,2.4
2024-05-09,Facebook,Performance/ROAS,399.26,3598,3978,9,285.04,Gen Z,best budget planning app,26654,3.9
2024-07-11,Google Search,Performance/ROAS,99.49,2958,11395,10,685.33,Working Professionals,best budget planning app,28217,3.3
2024-06-13,Google Search,App Install,238.41,2909,26240,9,0.0,Working Professionals,free habit tracker,33194,2.4
2024-07-19,Instagram,Brand Awareness,355.2,228,30426,10,754.97,Gen Z,mobile finance solutions,10529,2.4
2024-09-08,Google Search,Performance/ROAS,37.47,2735,8001,9,455.71,Millennials,free habit tracker,39125,4.0
2024-07-27,TikTok,Performance/ROAS,425.86,2294,35349,9,33.99,Students,easy goal setting,4323,1.5
2024-03-12,TikTok,Performance/ROAS,72.45,4630,20726,9,896.17,Gen Z,mobile finance solutions,21023,1.6
2024-01-23,Instagram,App Install,138.77,3036,1571,9,0.0,Students,best budget planning app,33882,1.4
2024-01-03,TikTok,Performance/ROAS,171.14,1670,21896,10,564.8,Gen Z,best budget planning app,34781,4.4
2024-09-20,Google Search,Performance/ROAS,140.38,4433,20971,8,870.24,Gen Z,best budget planning app,29370,4.6
2024-06-02,Instagram,App Install,253.62,3698,9431,10,0.0,Gen Z,top rated productivity app,21463,4.0
2024-10-25,TikTok,Performance/ROAS,444.43,1467,18233,11,358.98,Working Professionals,top rated productivity app,45061,2.6
2024-01-26,Instagram,App Install,493.25,2284,21563,8,0.0,Millennials,best budget planning app,26075,1.7
2024-01-19,Facebook,App Install,135.77,71,1628,14,0.0,Working Professionals,mobile finance solutions,14175,1.1
2024-02-10,Google Search,Re-engagement,19.91,3495,38185,6,485.32,Millennials,easy goal setting,39958,2.8
2024-09-13,Google Search,App Install,392.28,1845,7441,6,0.0,Gen Z,best budget planning app,37417,1.8
2024-05-04,Google Search,Performance/ROAS,356.56,1307,48873,10,673.16,Gen Z,best budget planning app,37345,3.4
2024-04-07,Google Search,Re-engagement,291.29,4750,9570,16,738.32,Millennials,easy goal setting,24984,4.5
2024-10-22,Facebook,App Install,162.91,475,6704,9,0.0,Gen Z,best budget planning app,44217,2.8
2024-12-10,Instagram,Performance/ROAS,454.75,649,48058,11,506.67,Gen Z,best budget planning app,33327,2.1
2024-05-11,Facebook,Performance/ROAS,490.57,3916,1287,9,874.37,Gen Z,easy goal setting,11486,5.0
2024-02-22,Facebook,Performance/ROAS,348.82,1143,1444,6,553.23,Students,easy goal setting,48314,4.9
2024-05-30,Google Search,Performance/ROAS,418.62,70,36944,8,857.2,Millennials,best budget planning app,48395,3.1
2024-12-08,Facebook,Performance/ROAS,270.89,137,5300,5,551.71,Gen Z,best budget planning app,28092,4.9
2024-03-23,Instagram,Performance/ROAS,477.81,2114,16403,5,625.59,Gen Z,top rated productivity app,10296,1.1
2024-01-08,Google Search,Brand Awareness,369.26,3085,41420,8,624.79,Working Professionals,easy goal setting,17676,4.1
2024-09-20,Instagram,Performance/ROAS,469.73,3504,18171,7,78.61,Millennials,free habit tracker,18432,2.5
2024-03-25,TikTok,Performance/ROAS,323.99,3763,5832,6,61.56,Students,free habit tracker,21420,2.6
2024-03-09,TikTok,Performance/ROAS,146.58,2331,18837,15,317.06,Millennials,easy goal setting,26522,2.4
2024-05-11,Google Search,Performance/ROAS,95.82,525,32548,12,952.94,Students,free habit tracker,13776,2.6
2024-09-18,Google Search,Performance/ROAS,49.68,989,23568,4,7.540000000000001,Gen Z,mobile finance solutions,45235,4.4
2024-05-30,Google Search,Performance/ROAS,411.05,4290,34964,7,967.6,Students,free habit tracker,7395,1.1
2024-06-07,Facebook,Performance/ROAS,79.78,4554,22364,11,131.05,Students,easy goal setting,48779,4.4
2024-01-02,Facebook,Performance/ROAS,184.77,2954,27957,11,73.86,Millennials,top rated productivity app,9677,1.5
2024-01-01,Facebook,Brand Awareness,366.05,932,8634,10,115.03,Students,easy goal setting,16303,1.4
2024-05-01,Google Search,Performance/ROAS,347.45,1046,38636,8,903.41,Millennials,free habit tracker,22820,1.4
2024-12-24,TikTok,Performance/ROAS,66.33,4370,4219,15,706.99,Gen Z,mobile finance solutions,27012,0.9
2024-01-11,Google Search,App Install,257.54,2353,18282,8,0.0,Working Professionals,top rated productivity app,27290,4.2
2024-08-11,Facebook,App Install,323.94,1520,23822,13,0.0,Working Professionals,mobile finance solutions,22917,2.9
2024-04-18,Instagram,Performance/ROAS,432.82,4991,34167,7,408.31,Millennials,top rated productivity app,1327,2.9
2024-12-17,Instagram,App Install,368.82,2829,41204,10,0.0,Students,best budget planning app,35428,0.9
2024-06-26,Google Search,Re-engagement,472.62,774,13485,5,232.95,Gen Z,secure investment tracker,15898,3.8
2024-02-22,TikTok,Brand Awareness,333.89,1028,49700,7,700.01,Working Professionals,secure investment tracker,47070,3.4
2024-03-02,TikTok,Performance/ROAS,80.59,911,11031,6,587.66,Gen Z,free habit tracker,46066,4.3
2024-11-21,Facebook,Brand Awareness,134.53,3635,13631,12,432.5,Students,top rated productivity app,4538,2.2
2024-06-10,Instagram,App Install,247.11,1099,49778,8,0.0,Students,secure investment tracker,43607,3.7
2024-07-21,Google Search,App Install,411.38,165,4820,12,0.0,Working Professionals,easy goal setting,20328,4.9
2024-04-12,Google Search,App Install,441.03,4500,19046,10,0.0,Working Professionals,easy goal setting,17528,3.2
2024-07-21,Facebook,Performance/ROAS,485.53,4944,16957,11,510.91,Working Professionals,top rated productivity app,15471,1.7
2024-02-29,Instagram,Performance/ROAS,286.09,1563,49391,9,364.9,Working Professionals,secure investment tracker,8723,3.7
2024-11-08,Google Search,Performance/ROAS,219.44,2339,24896,8,736.74,Working Professionals,secure investment tracker,33284,1.8
2024-06-04,TikTok,Brand Awareness,459.8,1932,29575,9,995.71,Students,mobile finance solutions,40068,4.6
